facility_name,status,open,hours_of_operation,accessibility,restroom_type,changing_stations,additional_notes,website,latitude,longitude,location_1
Albemarle Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.646035,-73.980514,POINT (-73.980514 40.646035)
"Great Kills Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 11:00 am - 6:00 pm 
Tuesday: 11:00 am - 6:00 pm  
Wednesday: 11:00 am - 6:00 pm  
Thursday: 11:00 am - 6:00 pm  
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 4:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/great-kills,40.552432,-74.151113,POINT (-74.151113 40.552432)
Frederick B. Judge Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,NA,,,40.683122,-73.807929,POINT (-73.807929 40.683122)
Grover Cleveland Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.710895,-73.910949,POINT (-73.910949 40.710895)
Imagination Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Single-Stall All Gender Restroom(s),NA,,,40.706227,-74.00402,POINT (-74.00402 40.706227)
St. John's Park,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.673789,-73.935309,POINT (-73.935309 40.673789)
Parkside Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.868442,-73.867988,POINT (-73.867988 40.868442)
"Flatbush Library, BPL",1,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Partially Accessible,Multi-Stall W/M Restrooms,Yes,,https://www.bklynlibrary.org/locations/flatbush,40.651933,-73.958244,POINT (-73.958244 40.651933)
St. James Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.865439,-73.898524,POINT (-73.898524 40.865439)
"Hudson River Park Pier 40 - Courtyard Tunnel, Second Floor",1,Year Round,"6am - 12am, 8am - 11pm",Fully Accessible,NA,NA,,,40.728807,-74.011616,POINT (-74.011616 40.728807)
645 Fifth Avenue POPS,1,Year Round,Everyday 8:00 am-10:00 pm,Fully Accessible,Multi-Stall W/M Restrooms,No,,,40.759207,-73.976087,POINT (-73.976087 40.759207)
Albert H. Mauro Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.722939,-73.827111,POINT (-73.827111 40.722939)
Washington Market Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.717488,-74.011506,POINT (-74.011506 40.717488)
Rosemary's Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.704624,-73.904435,POINT (-73.904435 40.704624)
The Boathouse,1,Year Round,"8am-4pm, Open later seasonally",NA,NA,NA,,,40.660831,-73.965282,POINT (-73.965282 40.660831)
"Mitchell-Linden Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Single-Stall All Gender Restroom(s),Yes,,https://www.queenslibrary.org/about-us/locations/mitchell-linden,40.76915,-73.826942,POINT (-73.826942 40.76915)
Keltch Memorial Park Snack Bar,1,Year Round,"8am-4pm, Open later seasonally",NA,NA,NA,,,40.840542,-73.917785,POINT (-73.917785 40.840542)
Bellaire Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,NA,,,40.721715,-73.758047,POINT (-73.758047 40.721715)
"Kings Bay Library, BPL",1,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Multi-Stall W/M Restrooms,Yes,,https://www.bklynlibrary.org/locations/kings-bay,40.59487,-73.941126,POINT (-73.941126 40.59487)
Bronx Shore,1,Year Round,"Fall, spring summer: 7am - 9pm. Winter: 7am - 5:30pm",Fully Accessible,NA,NA,,,40.800545,-73.923905,POINT (-73.923905 40.800545)
Winthrop Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.656527,-73.954805,POINT (-73.954805 40.656527)
Frank D. O'Connor Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.744392,-73.886861,POINT (-73.886861 40.744392)
Space Time Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.822099,-73.859936,POINT (-73.859936 40.822099)
"Tompkins Square Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 11:00 am - 7:00 pm
Wednesday: 11:00 am - 7:00 pm
Thursday: 11:00 am - 7:00 pm
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,"""Yes, in single-stall all gender restroom only""",,https://www.nypl.org/locations/tompkins-square,40.727296,-73.980422,POINT (-73.980422 40.727296)
Mahoney Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.643482,-74.086177,POINT (-74.086177 40.643482)
Beach 17th St. Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.594189,-73.750564,POINT (-73.750564 40.594189)
"Jamaica Bay Library, BPL",1,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/jamaica-bay,40.634468,-73.889245,POINT (-73.889245 40.634468)
Wallenberg Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.852823,-73.927163,POINT (-73.927163 40.852823)
Yolanda García Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.822886,-73.913911,POINT (-73.913911 40.822886)
Hippo Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.793376,-73.977999,POINT (-73.977999 40.793376)
Shore Parkway Gas Station,1,Year Round,Concession Operating Hours,NA,NA,NA,,,40.592538,-73.90824,POINT (-73.90824 40.592538)
Woodtree Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.777518,-73.902558,POINT (-73.902558 40.777518)
"Woodhaven Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Single-Stall All Gender Restroom(s),Yes,,https://www.queenslibrary.org/about-us/locations/woodhaven,40.694539,-73.861459,POINT (-73.861459 40.694539)
Victory Field,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.701305,-73.854524,POINT (-73.854524 40.701305)
"58th Street Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 am - 6:00 pm
Wednesday: 10:00 am - 6:00 pm
Thursday: 10:00 am - 6:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Partially Accessible,Single-Stall All Gender Restroom(s),No,,https://www.nypl.org/locations/58th-street,40.762194,-73.969383,POINT (-73.969383 40.762194)
"Macomb's Bridge Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 11:00 am - 7:00 pm 
Thursday: 11:00 am - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/macombs-bridge,40.825536,-73.935349,POINT (-73.935349 40.825536)
Bedford Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.708102,-73.96411,POINT (-73.96411 40.708102)
Leif Ericson Park Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.631424,-74.012899,POINT (-74.012899 40.631424)
Allen Shandler Recreation Area,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.889946,-73.881306,POINT (-73.881306 40.889946)
Dutch Kills Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,NA,,,40.75774,-73.93347,POINT (-73.93347 40.75774)
Ferry Terminal,1,Year Round,,NA,NA,NA,,,40.71498,-74.01753,POINT (-74.01753 40.71498)
Cambria Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,NA,,,40.688558,-73.742482,POINT (-73.742482 40.688558)
Helen Marshall Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.765512,-73.87142,POINT (-73.87142 40.765512)
"Morrisania Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm
Wednesday: 10:00 am - 7:00 pm
Thursday: 10:00 am - 7:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,"""Yes, in women's restroom only""",,https://www.nypl.org/locations/morrisania,40.831271,-73.901795,POINT (-73.901795 40.831271)
Noble Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.836829,-73.87185,POINT (-73.87185 40.836829)
Markham Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.62307,-74.146331,POINT (-74.146331 40.62307)
Jamaica LIRR Restroom,1,Year Round,"Bathrooms are open from 7 a.m.-7 p.m., with a one-hour closure for cleaning from 12 noon-1 p.m.",NA,NA,NA,MTA station with bathrooms located outside of fare gates and open to the wider public,https://new.mta.info/agency/new-york-city-transit/bathrooms,40.699608,-73.808531,POINT (-73.808531 40.699608)
Refinery Building,1,Year Round,6am-11pm,NA,NA,NA,,,40.714424,-73.967306,POINT (-73.967306 40.714424)
Jackie Robinson Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.665865,-73.958881,POINT (-73.958881 40.665865)
Devoe Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.863685,-73.904919,POINT (-73.904919 40.863685)
"Van Cortlandt Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/van-cortlandt,40.883625,-73.894476,POINT (-73.894476 40.883625)
Marine Park Zone 1,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.607865,-73.937444,POINT (-73.937444 40.607865)
"Soundview Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Partially Accessible,Single-Stall All Gender Restroom(s),No,,https://www.nypl.org/locations/soundview,40.818718,-73.862891,POINT (-73.862891 40.818718)
"Ridgewood Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Single-Stall All Gender Restroom(s),Yes,,https://www.queenslibrary.org/about-us/locations/ridgewood,40.705235,-73.90259,POINT (-73.90259 40.705235)
Millbrook Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.804343,-73.916974,POINT (-73.916974 40.804343)
Chelsea Park,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.749861,-74.000841,POINT (-74.000841 40.749861)
"Fresh Meadows Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/fresh-meadows,40.741591,-73.782283,POINT (-73.782283 40.741591)
Happy Warrior Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.795751,-73.968493,POINT (-73.968493 40.795751)
Bartlett Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.700712,-73.945955,POINT (-73.945955 40.700712)
Classic Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.885195,-73.890643,POINT (-73.890643 40.885195)
"Hunters Point Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Both Single-Stall All Gender and Multi-Stall W/M,Yes,,https://www.queenslibrary.org/about-us/locations/hunters-point,40.745269,-73.95796,POINT (-73.95796 40.745269)
People's Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.809532,-73.917005,POINT (-73.917005 40.809532)
Lozada Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.80783,-73.925081,POINT (-73.925081 40.80783)
James Forten Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.676636,-73.965492,POINT (-73.965492 40.676636)
Bill Brown Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.59177,-73.945598,POINT (-73.945598 40.59177)
FDR Boardwalk/South Beach Restroom,1,Year Round,Concession Operating Hours,NA,NA,NA,,,40.589204,-74.066453,POINT (-74.066453 40.589204)
William Sheridan Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.715271,-73.963972,POINT (-73.963972 40.715271)
157 St Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.68455,-73.786145,POINT (-73.786145 40.68455)
Crotona Park Lake,1,Year Round,"8am-4pm, Open later seasonally",NA,NA,NA,,,40.83813,-73.893439,POINT (-73.893439 40.83813)
2 Lincoln Square POPS,1,Year Round,"Everyday 11:30 am-7:30 pm, except Mondays, Thanksgiving, Christmas, and New Year's; closed four times a year, each time for four consecutive days, for installation of new exhibits",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,2 all Gender Restroom available in public American Folk Art Museum - Enclosed portion of Covered Plaza,,40.773165,-73.981429,POINT (-73.981429 40.773165)
Union Square Park,1,Year Round,"8am-4pm, Open later seasonally",NA,NA,NA,,,40.736447,-73.98992,POINT (-73.98992 40.736447)
Brooklyn Bridge Park Pier 2 - Uplands,1,Year Round,,Fully Accessible,NA,NA,,,40.700859,-73.996308,POINT (-73.996308 40.700859)
Daniel M. O'Connell Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.700187,-73.758243,POINT (-73.758243 40.700187)
"Webster Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 11:00 am - 7:00 pm
Wednesday: 11:00 am - 7:00 pm
Thursday: 11:00 am - 7:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/webster,40.770661,-73.951343,POINT (-73.951343 40.770661)
Imagination Playground at Betsy Head,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.664538,-73.911558,POINT (-73.911558 40.664538)
Fort Washington Park Zone 2A,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.847214,-73.946245,POINT (-73.946245 40.847214)
Nautilus Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.571723,-73.995922,POINT (-73.995922 40.571723)
Playground Ninety,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.757278,-73.878311,POINT (-73.878311 40.757278)
"Douglaston-Little Neck Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/douglaston,40.768234,-73.738231,POINT (-73.738231 40.768234)
"Seward Park Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 8:00 pm 
Tuesday: 10:00 am - 8:00 pm 
Wednesday: 10:00 am - 8:00 pm  
Thursday: 10:00 am - 8:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/seward-park,40.714418,-73.988502,POINT (-73.988502 40.714418)
101st St. Soccer Field,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.80055,-73.973315,POINT (-73.973315 40.80055)
Greencroft Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.552058,-74.136087,POINT (-74.136087 40.552058)
"Ulmer Park Library, BPL",1,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/ulmer-park,40.592693,-73.988629,POINT (-73.988629 40.592693)
Ancient Playground,1,Year Round,7am - dusk,Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.780996,-73.961592,POINT (-73.961592 40.780996)
Downing Street Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.730022,-74.002938,POINT (-74.002938 40.730022)
Atlantic Ave Terminal LIRR Restroom,1,Year Round,"Bathrooms are open from 7 a.m.-7 p.m., with a one-hour closure for cleaning from 12 noon-1 p.m.",NA,NA,NA,MTA station with bathrooms located outside of fare gates and open to the wider public,https://new.mta.info/agency/new-york-city-transit/bathrooms,40.684909,-73.977681,POINT (-73.977681 40.684909)
Conference House Park Zone 2,1,Year Round,"8am-4pm, Open later seasonally",NA,NA,NA,,,40.50228,-74.251685,POINT (-74.251685 40.50228)
McKinley Park Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.62657,-74.016733,POINT (-74.016733 40.62657)
Yellowstone Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.726241,-73.847893,POINT (-73.847893 40.726241)
"Bronx Library Center, NYPL",1,Year Round,"Sunday: Closed 
Monday: 9:00 am - 9:00 pm 
Tuesday: 9:00 am - 9:00 pm
Wednesday: 9:00 am - 9:00 pm
Thursday: 9:00 am - 9:00 pm
Friday: 10:00 am - 8:00 pm 
Saturday: 10:00 am - 8:00 pm",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,"""Yes, in single-stall all gender restroom only""",,https://www.nypl.org/locations/bronx-library-center,40.862989,-73.894504,POINT (-73.894504 40.862989)
Claremont Park Zone 3,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.837672,-73.908021,POINT (-73.908021 40.837672)
Chelsea Piers at Pier 61,1,Year Round,10am - 8pm,Fully Accessible,NA,NA,,,40.748592,-74.008764,POINT (-74.008764 40.748592)
Havemeyer Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.829983,-73.847942,POINT (-73.847942 40.829983)
Crispus Attucks Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.681619,-73.959209,POINT (-73.959209 40.681619)
"Lefferts Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/lefferts,40.686916,-73.824831,POINT (-73.824831 40.686916)
"Pelham Parkway-Van Nest Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Partially Accessible,Single-Stall All Gender Restroom(s),No,,https://www.nypl.org/locations/pelham-parkway-van-nest,40.854884,-73.864148,POINT (-73.864148 40.854884)
Midland Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.574783,-74.098375,POINT (-74.098375 40.574783)
Haggerty Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.713141,-73.758102,POINT (-73.758102 40.713141)
Harold Schneiderman Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,NA,,,40.664748,-73.850434,POINT (-73.850434 40.664748)
Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.881137,-73.900773,POINT (-73.900773 40.881137)
Van Voorhees Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.689659,-73.999568,POINT (-73.999568 40.689659)
Juniper North Playground Tennis Courts,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.720668,-73.877441,POINT (-73.877441 40.720668)
Sachkerah Woods Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.883684,-73.881574,POINT (-73.881574 40.883684)
"Wakefield Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,"""Yes, in single-stall all gender restroom only""",,https://www.nypl.org/locations/wakefield,40.891093,-73.859583,POINT (-73.859583 40.891093)
"Sedgwick Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),No,,https://www.nypl.org/locations/sedgwick,40.849453,-73.917496,POINT (-73.917496 40.849453)
"Dongan Hills Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 11:00 am - 6:00 pm 
Tuesday: 11:00 am - 6:00 pm  
Wednesday: 11:00 am - 6:00 pm  
Thursday: 11:00 am - 6:00 pm  
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),No,Changing Table outside restroom,https://www.nypl.org/locations/dongan-hills,40.5904,-74.101139,POINT (-74.101139 40.5904)
Underwood Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.688567,-73.966747,POINT (-73.966747 40.688567)
P.O. Reinaldo Salgado Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.687911,-73.925463,POINT (-73.925463 40.687911)
Little Bay Park Zone 2,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.790449,-73.782045,POINT (-73.782045 40.790449)
Stars & Stripes Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.885564,-73.839162,POINT (-73.839162 40.885564)
Arlington Edinboro Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.820863,-73.946671,POINT (-73.946671 40.820863)
Admiral Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,NA,,,40.770933,-73.73756,POINT (-73.73756 40.770933)
Ehrenreich-Austin Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.715791,-73.837044,POINT (-73.837044 40.715791)
Spuyten Duyvil Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.887153,-73.916236,POINT (-73.916236 40.887153)
